block_name,sub_divisi,district_n,state_name,Unq,latitude,longitude,Season,Crop_name,Sowing_date
Gop,Puri,Puri,Odisha,263,19.92728301,86.0299036,,Potato,2025-12-11
Lakshmipur,Koraput,Koraput,Odisha,199,18.98891876,83.06578254,,Potato,2025-12-08
Kantapada,Cuttack,Cuttack,Odisha,63,20.27293745,86.0121715,,Potato,2025-11-23
Bisoi,Mayurbhanja,Mayurbhanja,Odisha,218,22.12605723,86.30921621,,Potato,2025-12-04
Korkunda,Malkangiri,Malkangiri,Odisha,207,18.24635199,81.9159424,,Potato,2025-12-07
Bhapur,Nayagarh,Nayagarh,Odisha,248,20.29516021,85.26955649,,Potato,2025-11-23
Kosagumuda,Nawarangpur,Nawarangpur,Odisha,241,19.28343177,82.26337951,,Potato,2025-11-26
Banki,Banki,Cuttack,Odisha,59,20.35827978,85.46439018,,Potato,2025-11-23
Khandapada,Nayagarh,Nayagarh,Odisha,251,20.30600388,85.11641995,,Potato,2025-11-28
Nandahandi,Nawarangpur,Nawarangpur,Odisha,242,19.22287206,82.66413937,,Potato,2025-11-26
Sonepur,Sonepur,Sonepur,Odisha,293,20.86437036,83.74143314,,Potato,2025-12-07
Baliapal,Baleswar,Baleswar,Odisha,11,21.61063398,87.2419307,,Potato,2025-12-15
Koraput,Koraput,Koraput,Odisha,196,18.79825374,82.76087341,,Potato,2025-12-08
Laikera,Jharsuguda,Jharsuguda,Odisha,132,21.93373086,84.29012994,,Potato,2025-11-26
Krushnaprasad,Puri,Puri,Odisha,266,19.69784681,85.36913223,,Potato,2025-12-07
Papadahandi,Nawarangpur,Nawarangpur,Odisha,244,19.41881629,82.50452113,,Potato,2025-11-26
Bhawanipatna,Bhawanipatna,Kalahandi,Odisha,134,19.93939569,83.12743842,,Potato,2025-11-26
Sukinda,Jajpur,Jajpur,Odisha,128,21.00223671,85.86364714,,Potato,2026-01-07
Boden,Nuapada,Nuapada,Odisha,255,20.29043267,82.55381395,,Potato,2025-11-26
Patrapur,Berhampur,Ganjam,Odisha,104,19.09363973,84.47373108,,Potato,2025-12-11
K.Nuagaon,Baliguda,Kandhamal,Odisha,151,20.14335856,84.0591117,,Potato,2025-12-07
Ghatgaon,Keonjhar,Keonjhar,Odisha,172,21.46705402,85.81827246,,Potato,2025-11-23
Thuamul-Rampur,Bhawanipatna,Kalahandi,Odisha,146,19.51685674,83.00047175,,Potato,2025-11-26
Bargarh,Bargarh,Bargarh,Odisha,23,21.32187051,83.6167596,,Potato,2025-11-26
Lamptaput,Koraput,Koraput,Odisha,200,18.61054768,82.57638988,,Potato,2025-12-08
Baleswar,Baleswar,Baleswar,Odisha,10,21.50062286,87.00622135,,Potato,2025-11-23
Bahalda,Mayurbhanja,Mayurbhanja,Odisha,212,22.39992632,86.15483866,,Potato,2025-12-04
Raghunathpur,Jagatsingpur,Jagatsingpur,Odisha,117,20.32978851,86.20127405,,Potato,2025-11-23
Chhendipada,Anugul,Anugul,Odisha,4,21.01311402,84.87127844,,Potato,2025-12-08
Paralakhemundi,Parlakhemundi,Gajapati,Odisha,86,18.82840394,84.22107829,,Potato,2025-12-12
Garadpur,Kendrapada,Kendrapada,Odisha,161,20.39743561,86.34247302,,Potato,2026-01-09
Jashipur,Panchapir,Mayurbhanja,Odisha,221,21.92621996,86.18057332,,Potato,2025-12-04
Buguda,Bhanjanagar,Ganjam,Odisha,93,19.84048931,84.80698522,,Potato,2025-12-12
Bijatola,Mayurbhanja,Mayurbhanja,Odisha,217,22.24627066,86.3156595,,Potato,2025-12-04
Sukruli,Panchapir,Mayurbhanja,Odisha,233,21.89999125,85.88219291,,Potato,2025-12-04
Maneswar,Sambalpur,Sambalpur,Odisha,286,21.35279178,84.01206536,,Potato,2025-12-07
Suliapada,Baripada,Mayurbhanja,Odisha,234,22.02338074,86.9057079,,Potato,2025-12-04
Karlamunda,Bhawanipatna,Kalahandi,Odisha,140,20.34078479,83.46442548,,Potato,2025-11-26
Jharbandh,Padmapur,Bargarh,Odisha,29,21.08664263,82.80002917,,Potato,2025-11-26
Saraskana,Baripada,Mayurbhanja,Odisha,231,22.23530315,86.57203972,,Potato,2025-12-04
Barkot,Deogarh,Deogarh,Odisha,71,21.52848295,84.95822656,,Potato,2025-12-07
Agalpur,Bolangir,Bolangir,Odisha,40,20.97130217,83.45892964,,Potato,2025-11-30
Komna,Nuapada,Nuapada,Odisha,257,20.56934061,82.55726884,,Potato,2025-11-26
Podia,Malkangiri,Malkangiri,Odisha,211,18.09709718,81.57143759,,Potato,2025-12-09
Gunupur,Gunupur,Rayagada,Odisha,274,19.09715272,83.87571118,,Potato,2025-12-07
Dhenkanal,Dhenkanal,Dhenkanal,Odisha,75,20.63834197,85.5978127,,Potato,2025-12-11
Khariar,Nuapada,Nuapada,Odisha,256,20.2549416,82.75051258,,Potato,2025-11-26
Talcher,Talcher,Anugul,Odisha,8,20.95920044,85.14747338,,Potato,2025-12-09
Raruan,Panchapir,Mayurbhanja,Odisha,229,22.01074567,85.83173398,,Potato,2025-12-04
Ranapur,Nayagarh,Nayagarh,Odisha,254,20.02411981,85.29645855,,Potato,2025-12-08
Hemgiri,Sundargarh,Sundargarh,Odisha,301,21.97380753,83.69904917,,Potato,2025-11-26
Pipili,Puri,Puri,Odisha,268,20.0902238,85.83288853,,Potato,2025-12-07
Jaleswar,Baleswar,Baleswar,Odisha,14,21.82906554,87.21223657,,Potato,2025-12-15
Tentulikhunti (Gudvella),Bolangir,Bolangir,Odisha,51,20.4464413,83.54366577,,Potato,2025-11-30
Koida,Bonai,Sundargarh,Odisha,302,21.95936549,85.1514319,,Potato,2025-11-26
Bant,Bhadrak,Bhadrak,Odisha,33,21.12158182,86.36800789,,Potato,2026-01-06
Badachana,Jajpur,Jajpur,Odisha,119,20.66318915,86.12455775,,Potato,2026-01-08
Khajuripada,Kandhamal,Kandhamal,Odisha,152,20.50244905,84.3369996,,Potato,2025-12-07
Turekela,Titilagarh,Bolangir,Odisha,53,20.47710875,82.81404838,,Potato,2025-11-30
Boipariguda,Jeypore,Koraput,Odisha,192,18.73461903,82.32173292,,Potato,2025-12-07
Kudumulguma,Malkangiri,Malkangiri,Odisha,208,18.22777248,82.22506886,,Potato,2025-12-08
Rajborasambar,Padmapur,Bargarh,Odisha,31,20.99332068,83.10467312,,Potato,2025-11-26
Tangi-Choudwar,Cuttack,Cuttack,Odisha,69,20.58767626,85.935407,,Potato,2025-11-23
Similiguda,Koraput,Koraput,Odisha,204,18.65308749,82.87075262,,Potato,2025-12-08
Jeypore,Jeypore,Koraput,Odisha,195,18.91305225,82.5518411,,Potato,2025-12-08
Purusottampur,Chhatrapur,Ganjam,Odisha,106,19.51286137,84.87232734,,Potato,2025-12-21
R. Udaygiri,Parlakhemundi,Gajapati,Odisha,87,19.19244118,84.27555213,,Potato,2025-11-28
Kalyanasingpur,Rayagada,Rayagada,Odisha,275,19.44792811,83.32425758,,Potato,2025-12-07
Kuchinda,Kuchinda,Sambalpur,Odisha,285,21.76007431,84.43693213,,Potato,2025-12-07
Phiringia,Kandhamal,Kandhamal,Odisha,154,20.40498874,83.99492142,,Potato,2025-12-07
Khairput,Malkangiri,Malkangiri,Odisha,206,18.48842852,82.29369256,,Potato,2025-12-07
Rairangpur,Mayurbhanja,Mayurbhanja,Odisha,228,22.32406826,86.2315279,,Potato,2025-12-04
Tentulikhunti,Nawarangpur,Nawarangpur,Odisha,246,19.30467945,82.721587,,Potato,2025-11-26
Udala,Kaptipada,Mayurbhanja,Odisha,237,21.61560933,86.48942518,,Potato,2025-12-04
Balisankara,Sundargarh,Sundargarh,Odisha,296,22.34335985,84.009604,,Potato,2025-11-26
Khallikote,Chhatrapur,Ganjam,Odisha,102,19.60997629,85.0780658,,Potato,2025-12-25
Naugaon,Jagatsingpur,Jagatsingpur,Odisha,116,20.10615096,86.20118865,,Potato,2025-11-23
Remuna,Baleswar,Baleswar,Odisha,18,21.48182168,86.8710814,,Potato,2025-12-15
Reamal,Deogarh,Deogarh,Odisha,72,21.31660255,84.76442636,,Potato,2025-12-07
Ganjam,Chhatrapur,Ganjam,Odisha,98,19.4598558,85.05922993,,Potato,2026-01-04
Kotpad,Jeypore,Koraput,Odisha,197,19.0774199,82.33769023,,Potato,2025-12-08
Nuapada,Nuapada,Nuapada,Odisha,258,20.83591667,82.53326986,,Potato,2025-11-26
Raikia,Baliguda,Kandhamal,Odisha,156,19.97860103,84.3029483,,Potato,2025-12-07
Barang,Cuttack,Cuttack,Odisha,61,20.38232817,85.87875646,,Potato,2025-11-23
Kolabira,Jharsuguda,Jharsuguda,Odisha,131,21.80607603,84.18525104,,Potato,2025-11-26
Saharapada,Keonjhar,Keonjhar,Odisha,179,21.68593402,85.95073632,,Potato,2025-11-23
Anugul,Anugul,Anugul,Odisha,1,20.70430855,84.94092144,,Potato,2025-12-08
Khaira,Baleswar,Baleswar,Odisha,15,21.25610114,86.482973,,Potato,2025-12-15
Rasagovindpur,Baripada,Mayurbhanja,Odisha,230,21.77922432,87.0583212,,Potato,2025-12-04
G. Udayagiri,Baliguda,Kandhamal,Odisha,150,20.10720915,84.36550634,,Potato,2025-12-07
Bandhugaon,Koraput,Koraput,Odisha,191,18.94209724,83.29415372,,Potato,2025-12-09
Begunia,Khurda,Khurda,Odisha,184,20.16739111,85.47570874,,Potato,2025-11-23
Athagad,Athagarh,Cuttack,Odisha,57,20.54554735,85.72542765,,Potato,2025-11-23
Kantamal,Boudh,Boudh,Odisha,56,20.6259569,83.80237624,,Potato,2025-12-07
Dharmasala,Jajpur,Jajpur,Odisha,124,20.77740598,86.10321013,,Potato,2026-01-08
Jajpur,Jajpur,Jajpur,Odisha,125,20.82620754,86.28487693,,Potato,2026-01-08
Cuttack Sadar,Cuttack,Cuttack,Odisha,62,20.42792233,85.94117302,,Potato,2025-11-23
Tangi,Khurda,Khurda,Odisha,190,19.94873652,85.45529202,,Potato,2025-11-26
Nischintakoili,Cuttack,Cuttack,Odisha,67,20.43650166,86.1931887,,Potato,2025-11-23
Salipur,Cuttack,Cuttack,Odisha,68,20.49149079,86.05805437,,Potato,2025-11-23
Malkangiri,Malkangiri,Malkangiri,Odisha,209,18.41582773,81.96591601,,Potato,2025-12-07
Dasapalla,Nayagarh,Nayagarh,Odisha,249,20.33313699,84.72967029,,Potato,2025-11-30
Belpara,Patnagarh,Bolangir,Odisha,42,20.60171121,82.95295458,,Potato,2025-11-30
Bisra,Panposh,Sundargarh,Odisha,299,22.25333601,85.01184946,,Potato,2025-11-26
Rayagada,Parlakhemundi,Gajapati,Odisha,88,19.06417972,83.71425108,,Potato,2025-11-27
Hinjilicut,Chhatrapur,Ganjam,Odisha,99,19.45061103,84.78255582,,Potato,2025-11-27
Thakurmunda,Panchapir,Mayurbhanja,Odisha,235,21.5221752,86.20000579,,Potato,2025-12-04
Kusumi,Mayurbhanja,Mayurbhanja,Odisha,226,22.13454733,86.10375235,,Potato,2025-12-04
Mahanga,Cuttack,Cuttack,Odisha,64,20.57237784,86.18745512,,Potato,2025-11-23
Rengali,Sambalpur,Sambalpur,Odisha,289,21.68061848,84.09323195,,Potato,2025-12-07
Satyabadi,Puri,Puri,Odisha,270,19.95251319,85.81049093,,Potato,2025-12-15
Tirtol,Jagatsingpur,Jagatsingpur,Odisha,118,20.28590415,86.3227169,,Potato,2025-11-23
Titilagarh,Titilagarh,Bolangir,Odisha,52,20.27371307,83.14614069,,Potato,2025-11-30
Keonjhar,Keonjhar,Keonjhar,Odisha,177,21.6945285,85.62310468,,Potato,2025-11-23
Dasamantapur,Koraput,Koraput,Odisha,194,19.0053594,82.86235565,,Potato,2025-12-09
Gurundia,Bonai,Sundargarh,Odisha,300,21.91785259,84.7192917,,Potato,2025-11-26
Kashipur,Rayagada,Rayagada,Odisha,276,19.30257942,83.08329856,,Potato,2025-12-09
Aska,Bhanjanagar,Ganjam,Odisha,89,19.65751553,84.66744256,,Potato,2025-12-07
Junagarh,Dharmagarh,Kalahandi,Odisha,138,19.80646411,82.94390185,,Potato,2025-11-26
Bissam Cuttack,Gunupur,Rayagada,Odisha,271,19.4659729,83.53242479,,Potato,2025-12-07
Nimapada,Puri,Puri,Odisha,267,20.05508217,85.98206835,,Potato,2025-12-15
Banapur,Khurda,Khurda,Odisha,183,19.84775125,85.12703823,,Potato,2025-12-14
Kuliana,Baripada,Mayurbhanja,Odisha,225,22.06081962,86.70902783,,Potato,2025-12-04
Lanjigarh,Bhawanipatna,Kalahandi,Odisha,143,19.79934959,83.3345709,,Potato,2025-11-26
Jamda,Mayurbhanja,Mayurbhanja,Odisha,220,22.27646505,86.05731234,,Potato,2025-12-04
Kolnara,Rayagada,Rayagada,Odisha,277,19.25660726,83.51336505,,Potato,2025-12-07
Polasara,Chhatrapur,Ganjam,Odisha,105,19.73759413,84.87365409,,Potato,2025-12-14
Lephripara,Sundargarh,Sundargarh,Odisha,307,22.14074616,83.80493976,,Potato,2025-11-26
Bhandaripokhari,Bhadrak,Bhadrak,Odisha,36,20.95341139,86.35627337,,Potato,2026-01-08
Jayapatna,Dharmagarh,Kalahandi,Odisha,137,19.50611691,82.75961611,,Potato,2025-11-26
Borigumma,Jeypore,Koraput,Odisha,193,19.09376992,82.61020202,,Potato,2025-12-09
Odapada,Dhenkanal,Dhenkanal,Odisha,80,20.70769031,85.41948493,,Potato,2025-12-11
Ramanguda,Gunupur,Rayagada,Odisha,280,19.19236271,83.70089214,,Potato,2025-12-07
Sanakhemundi,Berhampur,Ganjam,Odisha,108,19.44972451,84.52745762,,Potato,2025-12-08
Barpali,Bargarh,Bargarh,Odisha,24,21.17433578,83.58614658,,Potato,2025-11-26
Pattamundai,Kendrapada,Kendrapada,Odisha,165,20.56256498,86.57915972,,Potato,2026-01-10
Khunta,Kaptipada,Mayurbhanja,Odisha,224,21.7335898,86.59486054,,Potato,2025-12-04
Puintala,Bolangir,Bolangir,Odisha,49,20.72333924,83.57385488,,Potato,2025-11-30
Binika,Sonepur,Sonepur,Odisha,290,21.01935737,83.75521357,,Potato,2025-12-07
Bari,Jajpur,Jajpur,Odisha,120,20.67976536,86.35509989,,Potato,2026-01-09
Gania,Nayagarh,Nayagarh,Odisha,250,20.45948223,84.86516326,,Potato,2025-12-06
Raighar,Nawarangpur,Nawarangpur,Odisha,245,19.94178234,82.0288656,,Potato,2025-11-26
Baneigarh,Bonai,Sundargarh,Odisha,297,21.72746911,84.8677629,,Potato,2025-11-26
Kirimira,Jharsuguda,Jharsuguda,Odisha,130,21.93450625,84.14652263,,Potato,2025-11-26
Chilika,Khurda,Khurda,Odisha,187,19.801941,85.28576612,,Potato,2025-12-09
Korei,Jajpur,Jajpur,Odisha,126,20.97262445,86.18443957,,Potato,2026-01-07
Deogaon,Bolangir,Bolangir,Odisha,44,20.57586875,83.37711165,,Potato,2025-11-30
Golamunda,Dharmagarh,Kalahandi,Odisha,136,20.0374607,82.89066656,,Potato,2025-11-26
Champua,Champua,Keonjhar,Odisha,170,21.96453165,85.6753554,,Potato,2025-11-23
Derabisi,Kendrapada,Kendrapada,Odisha,160,20.53028701,86.32188782,,Potato,2026-01-09
Jharsuguda,Jharsuguda,Jharsuguda,Odisha,129,21.85272214,83.96894856,,Potato,2025-11-26
Tikabali,Baliguda,Kandhamal,Odisha,157,20.22539951,84.29169485,,Potato,2025-12-07
